Stock,Subject,Announcement,Attachment,Time
CGPOWER,Press Release,"CG Power and Industrial Solutions Limited has informed the Exchange regarding a press release dated Jun 17, 2025, titled ""Press Release dated 17th June 2025"".",https://nsearchives.nseindia.com/corporate/CGPOWER_17062025145403_Disclosure_Press_Release_17062025.pdf,17-Jun-2025 14:54:12
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_14062025125357_Intimation_of_Analyst_call_1617062025.pdf,14-Jun-2025 12:57:44
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_14062025125347_Intimation_of_Analyst_call_1617062025.pdf,14-Jun-2025 12:57:44
CGPOWER,Alteration Of Capital and Fund Raising-XBRL,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1466184_13062025110314_WEB.xml,13-Jun-2025 11:03:15
CGPOWER,ESOP/ESOS/ESPS,CG Power and Industrial Solutions Limited has informed the Exchange regarding Allotment of 41200  Shares.,https://nsearchives.nseindia.com/corporate/CGPOWER_13062025105448_Disclosure_Allotment_13062025.pdf,13-Jun-2025 10:56:08
CGPOWER,Rumour Verification - Regulation 30(11),CG Power and Industrial Solutions Limited has informed the Exchange about Rumour Verification - Regulation 30(11),https://nsearchives.nseindia.com/corporate/CGPOWER_06062025174407_Disclosure_News_Clarification_revised.pdf,06-Jun-2025 17:46:29
CGPOWER,Rumour Verification - Regulation 30(11),CG Power and Industrial Solutions Limited has informed the Exchange about Rumour Verification - Regulation 30(11),https://nsearchives.nseindia.com/corporate/CGPOWER_06062025160941_Disclosure_News_Clarification.pdf,06-Jun-2025 16:15:44
CGPOWER,Alteration Of Capital and Fund Raising-XBRL,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1463533_06062025105748_WEB.xml,06-Jun-2025 10:57:49
CGPOWER,ESOP/ESOS/ESPS,CG Power and Industrial Solutions Limited has informed the Exchange regarding Allotment of 6500  Shares.,https://nsearchives.nseindia.com/corporate/CGPOWER_06062025105428_Disclosure_Allotment_06062025.pdf,06-Jun-2025 10:55:57
CGPOWER,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,https://nsearchives.nseindia.com/corporate/xbrl/CIM_57517_1462383_02062025074441_WEB.xml,02-Jun-2025 19:44:41
CGPOWER,Cessation,"CG Power and Industrial Solutions Limited has informed the Exchange regarding Cessation of Mr Indraneel Dhaneshwar as Other of the company w.e.f. Jun 02, 2025.",https://nsearchives.nseindia.com/corporate/CGPOWER_02062025184122_Disclosure_changeinSMP_revised.pdf,02-Jun-2025 18:43:39
CGPOWER,Appointment,"CG Power and Industrial Solutions Limited has informed the Exchange regarding Appointment of Mr Jatinder Kaul as Other of the company w.e.f. Jun 02, 2025.",https://nsearchives.nseindia.com/corporate/CGPOWER_02062025184031_Disclosure_changeinSMP_revised.pdf,02-Jun-2025 18:43:39
CGPOWER,Alteration Of Capital and Fund Raising-XBRL,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1454591_28052025041436_WEB.xml,28-May-2025 16:14:37
CGPOWER,Allotment of Securities,"CG Power and Industrial Solutions Limited has informed the Exchange regarding allotment of 6000 securities pursuant to ESOP/ESPS at its meeting held on May 28, 2025",https://nsearchives.nseindia.com/corporate/CGPOWER_28052025161111_Disclosure_Allotment_28052025.pdf,28-May-2025 16:13:18
CGPOWER,Change in Management,CG Power and Industrial Solutions Limited has informed the Exchange about change in Management,https://nsearchives.nseindia.com/corporate/CGPOWER_22052025214837_Disclosure_on_Change_in_Designation_SMP.pdf,22-May-2025 21:50:27
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Transcript,https://nsearchives.nseindia.com/corporate/CGPOWER_12052025162128_Transcript_InvestorCall_BoardMeeting_Q4_2024_25.pdf,12-May-2025 16:24:50
CGPOWER,Disclosure under SEBI Takeover Regulations,"Tube Investments of India Limited has Submitted to the Exchange a copy of Disclosure under Regulation 31(4) of the Securities and Exchange Board of India (Substantial Acquisition of Shares and Takeovers) Regulations, 2011.",https://nsearchives.nseindia.com/corporate/team_sandeshc_21042025131042_15.pdf,12-May-2025 12:54:19
CGPOWER,Alteration Of Capital and Fund Raising-XBRL,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1433855_08052025032444_WEB.xml,08-May-2025 15:24:44
CGPOWER,ESOP/ESOS/ESPS,CG Power and Industrial Solutions Limited has informed the Exchange regarding Exercise of 20740  Options.,https://nsearchives.nseindia.com/corporate/CGPOWER_08052025152236_Disclosure_Allotment_08052025.pdf,08-May-2025 15:23:09
CGPOWER,Updates,CG Power and Industrial Solutions Limited has informed the Exchange regarding 'Update on BTW'.,https://nsearchives.nseindia.com/corporate/CGPOWER_08052025150558_Disclosure_on_update_BTW_08052025.pdf,08-May-2025 15:07:54
CGPOWER,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,https://nsearchives.nseindia.com/corporate/xbrl/CIM_52604_1432641_06052025080726_WEB.xml,06-May-2025 20:07:27
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Link of Recording,https://nsearchives.nseindia.com/corporate/CGPOWER_06052025181512_IntimationofRecording_InvestorCall_Q4_2024_25.pdf,06-May-2025 18:18:14
CGPOWER,Updates,CG Power and Industrial Solutions Limited has informed the Exchange regarding 'Intimation of 88th AGM of the Company'.,https://nsearchives.nseindia.com/corporate/CGPOWER_06052025152329_88AGM_Intimation.pdf,06-May-2025 15:24:13
CGPOWER,Press Release,"CG Power and Industrial Solutions Limited has informed the Exchange regarding a press release dated May 06, 2025, titled ""4th quarter and year ended 31st March 2025"".",https://nsearchives.nseindia.com/corporate/CGPOWER_06052025145232_SEDisclosure_PressRelease.pdf,06-May-2025 14:53:36
CGPOWER,Outcome of Board Meeting,"CG Power and Industrial Solutions Limited has informed the Exchange regarding Outcome of Board Meeting held on May 06, 2025.",https://nsearchives.nseindia.com/corporate/CGPOWER_06052025143409_Outcome.pdf,06-May-2025 14:39:00
CGPOWER,Outcome of Board Meeting,"CG Power and Industrial Solutions Limited has informed the Exchange regarding Outcome of Board Meeting held on May 06, 2025.",https://nsearchives.nseindia.com/corporate/CGPOWER_06052025143456_Outcome.pdf,06-May-2025 14:39:00
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_30042025225938_Intimation_Investor_callBM_Q4_2024_25.pdf,30-Apr-2025 23:02:59
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_30042025174013_Intimation_Investor_call_BM_Q4_2024_25.pdf,30-Apr-2025 17:43:32
CGPOWER,Board Meeting Intimation,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange about Board Meeting to be held on 06-May-2025 to inter-alia consider and approve the Audited Financial results of the Company for the Yearly ended March 2025 .,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_51670_1427178_29042025113050_WEB.xml,29-Apr-2025 11:30:51
CGPOWER,Press Release,"CG Power and Industrial Solutions Limited has informed the Exchange regarding a press release dated April 28, 2025, titled ""Press Release dated 28th April, 2025"".",https://nsearchives.nseindia.com/corporate/CGPOWER_28042025154831_Disclosure_Press_Release_28042025.pdf,28-Apr-2025 15:53:53
CGPOWER,Alteration Of Capital and Fund Raising-XBRL,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1418755_18042025044014_WEB.xml,18-Apr-2025 16:40:15
CGPOWER,ESOP/ESOS/ESPS,CG Power and Industrial Solutions Limited has informed the Exchange regarding Allotment of 135000  Shares.,https://nsearchives.nseindia.com/corporate/CGPOWER_18042025163016_Disclosure_Allotment_18042025.pdf,18-Apr-2025 16:33:03
CGPOWER,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","CG Power and Industrial Solutions Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",https://nsearchives.nseindia.com/corporate/CGPOWER_10042025171500_Regulation_74_5__31032025.pdf,10-Apr-2025 17:16:48
CGPOWER,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,CG Power and Industrial Solutions Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,https://nsearchives.nseindia.com/corporate/CGPOWER_10042025155010_Disclosure_10042025.pdf,10-Apr-2025 15:53:48
CGPOWER,Updates,CG Power and Industrial Solutions Limited has informed the Exchange regarding 'Update on acquisition of RF Component Business of Renesas'.,https://nsearchives.nseindia.com/corporate/CGPOWER_03042025194751_Disclosure_on_update_on_acquisition_RF_Business.pdf,03-Apr-2025 19:55:54
CGPOWER,Trading Window-XBRL,CG Power and Industrial Solutions Limited has informed the Exchange about Closure of Trading Window,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1404552_28032025035036_WEB.xml,28-Mar-2025 15:50:37
CGPOWER,Trading Window,"CG Power and Industrial Solutions Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",https://nsearchives.nseindia.com/corporate/CGPOWER_28032025154815_Disclosure_Trading_window_31032025.pdf,28-Mar-2025 15:49:43
CGPOWER,Action(s) taken or orders passed,CG Power and Industrial Solutions Limited has informed the Exchange about Action(s) taken or orders passed,https://nsearchives.nseindia.com/corporate/CGPOWER_27032025173058_Disclosure_dated_27032025.pdf,27-Mar-2025 17:36:30
CGPOWER,Press Release,"CG Power and Industrial Solutions Limited has informed the Exchange regarding a press release dated March 26, 2025, titled ""Press Release dated 16th March 2025"".",https://nsearchives.nseindia.com/corporate/CGPOWER_26032025171253_Disclosure_Press_Release_26032025.pdf,26-Mar-2025 17:14:54
CGPOWER,Updates,CG Power and Industrial Solutions Limited has informed the Exchange regarding 'Incorporation of step down subsidiary in China'.,https://nsearchives.nseindia.com/corporate/CGPOWER_21032025174044_Disclosure_Incorporation_China.pdf,21-Mar-2025 17:42:47
CGPOWER,Press Release,"CG Power and Industrial Solutions Limited has informed the Exchange regarding a press release dated March 20, 2025, titled ""Press Release dated 20th March 2025 issued by the Company"".",https://nsearchives.nseindia.com/corporate/CGPOWER_20032025155153_Disclosure_Press_Release_20032025.pdf,20-Mar-2025 15:55:10
CGPOWER,Updates,"CG Power and Industrial Solutions Limited has informed the Exchange regarding 'Disclosure under SEBI (Prohibition of Insider Trading) Regulations, 2015 in relation to amendment in the 'Code of Practices and Procedures for Fair Disclosure of Unpublished Price Sensitive Information''.",https://nsearchives.nseindia.com/corporate/CGPOWER_18032025164652_Disclosure_on_code_of_Fair_Disclosure.pdf,18-Mar-2025 16:58:51
CGPOWER,Outcome of Board Meeting-XBRL,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange regarding Outcome of Board Meeting held on 18-Mar-2025 for Dividend,https://nsearchives.nseindia.com/corporate/xbrl/OUTCOME_1397080_18032025025519_WEB.xml,18-Mar-2025 14:55:20
CGPOWER,Record Date,CG Power and Industrial Solutions Limited has informed the Exchange that Record date for the purpose of Dividend  is 22-Mar-2025.,https://nsearchives.nseindia.com/corporate/CGPOWER_18032025135302_OutcomeofBM18032025.pdf,18-Mar-2025 13:53:22
CGPOWER,Dividend,"CG Power and Industrial Solutions Limited has informed the Exchange that Board of Directors at its meeting held on March 18, 2025, declared Interim Dividend of 1.30 per equity share.",https://nsearchives.nseindia.com/corporate/CGPOWER_18032025134750_OutcomeofBM18032025.pdf,18-Mar-2025 13:48:46
CGPOWER,Shareholders meeting,CG Power and Industrial Solutions Limited has submitted the Exchange a copy Srutinizers report of  Postal Ballot,https://nsearchives.nseindia.com/corporate/CGPOWER_17032025215203_Disclosureonvotingresults_17032025.pdf,17-Mar-2025 21:53:57
CGPOWER,General Updates,CG Power and Industrial Solutions Limited has informed the Exchange about General Updates,https://nsearchives.nseindia.com/corporate/CGPOWER_13032025185307_Disclosure_on_order_passed_by_GST_Authority.pdf,13-Mar-2025 18:54:17
CGPOWER,Updates,CG Power and Industrial Solutions Limited has informed the Exchange regarding 'Update on acquisition of Rf Component Business of Renesas'.,https://nsearchives.nseindia.com/corporate/CGPOWER_12032025080706_Disclosure_on_update_on_acquisition_RF_Component_Business_Renesas.pdf,12-Mar-2025 08:08:41
CGPOWER,Press Release,"CG Power and Industrial Solutions Limited has informed the Exchange regarding a press release dated March 11, 2025, titled ""Press Release dated 11th March 2025"".",https://nsearchives.nseindia.com/corporate/CGPOWER_11032025150909_Disclosure_Press_Release_11032025.pdf,11-Mar-2025 15:10:46
CGPOWER,Board Meeting Intimation,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange about Board Meeting to be held on 18-Mar-2025 to consider Dividend.,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_48453_1394671_11032025110342_WEB.xml,11-Mar-2025 11:03:43
CGPOWER,Updates,CG Power and Industrial Solutions Limited has informed the Exchange regarding 'Incorporation of step down subsidiary of the Company'.,https://nsearchives.nseindia.com/corporate/CGPOWER_07032025224657_Disclosure_on_incorporation_of_Step_down_Subsidairy.pdf,07-Mar-2025 22:50:21
CGPOWER,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,https://nsearchives.nseindia.com/corporate/xbrl/CIM_48185_1391706_03032025043904_WEB.xml,03-Mar-2025 16:39:05
CGPOWER,Appointment,"CG Power and Industrial Solutions Limited has informed the Exchange regarding Appointment of Mr Gaurav Makhija as Other of the company w.e.f. March 03, 2025.",https://nsearchives.nseindia.com/corporate/CGPOWER_03032025154708_Disclosure_appointment_SMP_VP_Designate_Switchgear_EPD.pdf,03-Mar-2025 15:50:12
CGPOWER,Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,CG Power and Industrial Solutions Limited has informed the Exchange about Pendency of Litigation(s)/dispute(s) or the outcome impacting the Company,https://nsearchives.nseindia.com/corporate/CGPOWER_28022025232822_Disclosuredated28022025.pdf,28-Feb-2025 23:30:19
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_20022025144539_Intimation_of_Analyst_call_2425022025.pdf,20-Feb-2025 14:52:31
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_20022025144548_Intimation_of_Analyst_call_2425022025.pdf,20-Feb-2025 14:52:31
CGPOWER,Disclosure of material issue,CG Power and Industrial Solutions Limited has informed regarding Disclosure of material issue,https://nsearchives.nseindia.com/corporate/CGPOWER_14022025151118_REgulation30_BTW.pdf,14-Feb-2025 15:12:49
CGPOWER,Notice Of Shareholders Meetings-XBRL,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange about Notice of Shareholders Meeting for Postal Ballot,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1382051_13022025045503_WEB.xml,13-Feb-2025 16:55:04
CGPOWER,Shareholders meeting,CG Power and Industrial Solutions Limited has informed the Exchange regarding Notice of Postal Ballot,https://nsearchives.nseindia.com/corporate/CGPOWER_13022025164256_IntimationofNoticeofPostalBallot_13022025.pdf,13-Feb-2025 16:46:21
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_12022025140023_Intimation_of_Analyst_call_17022025.pdf,12-Feb-2025 14:02:37
CGPOWER,Alteration Of Capital and Fund Raising-XBRL,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1376100_10022025114336_WEB.xml,10-Feb-2025 11:43:37
CGPOWER,ESOP/ESOS/ESPS,CG Power and Industrial Solutions Limited has informed the Exchange regarding Allotment of 45000  Shares.,https://nsearchives.nseindia.com/corporate/CGPOWER_10022025113702_Disclosure_Allotment_10022025.pdf,10-Feb-2025 11:37:19
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_07022025155120_Intimation_of_Analyst_call_1213022025.pdf,07-Feb-2025 15:51:52
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_07022025155132_Intimation_of_Analyst_call_1213022025.pdf,07-Feb-2025 15:51:52
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_06022025163539_Intimation_of_Analyst_call_0607022025.pdf,06-Feb-2025 16:40:22
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_06022025163558_Intimation_of_Analyst_call_0607022025.pdf,06-Feb-2025 16:40:22
CGPOWER,Investor Presentation,CG Power and Industrial Solutions Limited has informed the Exchange about Investor Presentation,https://nsearchives.nseindia.com/corporate/CGPOWER_04022025085223_Disclosure_Presentation_0405022025.pdf,04-Feb-2025 08:55:09
CGPOWER,Investor Presentation,CG Power and Industrial Solutions Limited has informed the Exchange about Investor Presentation,https://nsearchives.nseindia.com/corporate/CGPOWER_04022025085232_Disclosure_Presentation_0405022025.pdf,04-Feb-2025 08:55:09
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Transcript,https://nsearchives.nseindia.com/corporate/CGPOWER_03022025200440_Disclosure_Transcript_InvestorCall_BoardMeeting_Q3_2024_25.pdf,03-Feb-2025 20:08:27
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_31012025190125_Intimation_of_Analyst_call_0405022025.pdf,31-Jan-2025 19:10:07
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_31012025190133_Intimation_of_Analyst_call_0405022025.pdf,31-Jan-2025 19:10:07
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Link of Recording,https://nsearchives.nseindia.com/corporate/CGPOWER_28012025181633_IntimationofRecording_InvestorCall_Q3_2024_25.pdf,28-Jan-2025 18:17:31
CGPOWER,Integrated Filing- Financial,Integrated Filings (Financial),https://nsearchives.nseindia.com/corporate/CGPOWER_28012025173218_Integrated_Filings_31_12_2024.pdf,28-Jan-2025 17:42:59
CGPOWER,Press Release (Revised),"CG Power and Industrial Solutions Limited has informed the Exchange regarding a revised press release dated January 28, 2025, titled ""Financial Results-Q3-FY 2024-25"".",https://nsearchives.nseindia.com/corporate/CGPOWER_28012025160547_SEDisclosure_PressRelease_-_revised.pdf,28-Jan-2025 16:05:54
CGPOWER,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,https://nsearchives.nseindia.com/corporate/xbrl/CIM_44996_1362914_28012025031324_WEB.xml,28-Jan-2025 15:13:25
CGPOWER,Press Release,"CG Power and Industrial Solutions Limited has informed the Exchange regarding a press release dated January 28, 2025, titled ""Results-Q3-FY 2024-25"".",https://nsearchives.nseindia.com/corporate/CGPOWER_28012025144927_SEDisclosure_PressRelease.pdf,28-Jan-2025 14:53:06
CGPOWER,Appointment,"CG Power and Industrial Solutions Limited has informed the Exchange regarding Appointment of Mr Mammen Chally as Non- Executive Independent Director of the company w.e.f. January 28, 2025.",https://nsearchives.nseindia.com/corporate/CGPOWER_28012025143130_Outcome_28012025.pdf,28-Jan-2025 14:33:00
CGPOWER,Outcome of Board Meeting,"CG Power and Industrial Solutions Limited has informed the Exchange regarding  Board meeting held on January 28, 2025.",https://nsearchives.nseindia.com/corporate/CGPOWER_28012025142349_Outcome_28012025.pdf,28-Jan-2025 14:25:55
CGPOWER,Financial Result Updates,"CG Power and Industrial Solutions Limited has submitted to the Exchange, the financial results for the period ended December 31, 2024.",https://nsearchives.nseindia.com/corporate/Outcome_28012025_28012025142251.pdf,28-Jan-2025 14:22:51
CGPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,CG Power and Industrial Solutions Limited has informed the Exchange about Schedule of meet,https://nsearchives.nseindia.com/corporate/CGPOWER_23012025184503_Intimation_of_Investor_callBM_Q3_2024_25.pdf,23-Jan-2025 18:48:18
CGPOWER,Board Meeting Intimation,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange about Board Meeting to be held on 28-Jan-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended December 2024 .,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_44305_1354804_21012025023219_WEB.xml,21-Jan-2025 14:32:20
CGPOWER,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,https://nsearchives.nseindia.com/corporate/xbrl/CIM_44221_1352946_20012025050517_WEB.xml,20-Jan-2025 17:05:17
CGPOWER,Appointment,"CG Power and Industrial Solutions Limited has informed the Exchange regarding Appointment of Mr Mehernosh N. Mehta as Other of the company w.e.f. January 20, 2025.",https://nsearchives.nseindia.com/corporate/CGPOWER_20012025170138_DisclosureonappointmentofSMP_VP_HR.pdf,20-Jan-2025 17:02:55
CGPOWER,Updates,CG Power and Industrial Solutions Limited has informed the Exchange regarding 'Update under Regulation 30'.,https://nsearchives.nseindia.com/corporate/CGPOWER_17012025125734_Reg_30_Disclosure_-_Update_on_OSAT-_clean.pdf,17-Jan-2025 12:58:23
CGPOWER,Alteration Of Capital and Fund Raising-XBRL,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED has informed the Exchange regarding Allotment of Securities,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1348343_17012025095931_WEB.xml,17-Jan-2025 09:59:32
CGPOWER,Allotment of Securities,"CG Power and Industrial Solutions Limited has informed the Exchange regarding allotment of 67500 securities pursuant to ESOP/ESPS at its meeting held on January 16, 2025",https://nsearchives.nseindia.com/corporate/CGPOWER_17012025095215_Disclosure_Allotment_16012025.pdf,17-Jan-2025 09:56:17
CGPOWER,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","CG Power and Industrial Solutions Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",https://nsearchives.nseindia.com/corporate/CGPOWER_10012025183549_Reg_74_5__31_12_2024.pdf,10-Jan-2025 18:39:17
DRONE,Structural Digital Database,"COMPLIANCE CERTIFICATE FOR THE FINANCIAL YEAR ENDED 31ST MARCH, 2025",https://nsearchives.nseindia.com/corporate/DRONEDESTINATION_19062025152144_SDDComplianceCertificateFinancialYear2425.pdf,19-Jun-2025 15:27:06
DRONE,General Updates,Drone Destination Limited has informed the Exchange about General Updates,https://nsearchives.nseindia.com/corporate/DRONEDESTINATION_17062025113424_DDCYPRUS.pdf,17-Jun-2025 11:35:54
DRONE,Analysts/Institutional Investor Meet/Con. Call Updates,Drone Destination Limited has informed the Exchange about Transcript,https://nsearchives.nseindia.com/corporate/DRONEDESTINATION_03062025132746_TranscriptEarningsCall300529.pdf,03-Jun-2025 13:27:58
DRONE,Copy of Newspaper Publication,Drone Destination Limited has informed the Exchange about Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/DRONEDESTINATION_31052025155352_NEWSPAPERADVmarch25.pdf,31-May-2025 15:54:12
DRONE,Analysts/Institutional Investor Meet/Con. Call Updates,Drone Destination Limited has informed the Exchange about Link of Recording,https://nsearchives.nseindia.com/corporate/DRONEDESTINATION_30052025220046_RecordingofEarningCallMARCH2025.pdf,30-May-2025 22:01:03
DRONE,Updates,Drone Destination Limited has informed the Exchange regarding 'Drone Destination Limited (Drone Destination) bags order for Drone/ Aerial LiDAR Survey and Bathymetry Survey for River Basin Master Plan from Latrics India Private Limited'.,https://nsearchives.nseindia.com/corporate/DRONEDESTINATION_30052025095028_DDLatricsNSEIntimation.pdf,30-May-2025 09:51:11
DRONE,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,DRONE DESTINATION LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,https://nsearchives.nseindia.com/corporate/xbrl/CIM_57045_1458449_29052025112044_WEB.xml,29-May-2025 23:20:45
DRONE,Statement of deviation(s) or variation(s) under Reg. 32,Drone Destination Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32,https://nsearchives.nseindia.com/corporate/DRONEDESTINATION_29052025230008_StatementofDeviationRevised.pdf,29-May-2025 23:00:26
DRONE,Utilisation of Funds,Drone Destination Limited has informed the Exchange about Utilisation of Funds,https://nsearchives.nseindia.com/corporate/DRONEDESTINATION_29052025223953_UtilizationofissueproceedsMarch25.pdf,29-May-2025 22:40:04
DRONE,Statement of deviation(s) or variation(s) under Reg. 32,Drone Destination Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32,https://nsearchives.nseindia.com/corporate/DRONEDESTINATION_29052025212823_StatementofDeviationMarch25.pdf,29-May-2025 21:35:09
DRONE,Related Party Transactions,Drone Destination Limited has informed the Exchange about related Party Transactions,https://nsearchives.nseindia.com/corporate/DRONEDESTINATION_29052025211420_RPT29052025.pdf,29-May-2025 21:14:37
